	CCR6-ILC3_SI_1	CCR6-ILC3_SI_2	CCR6-ILC3_SI_3	CCR6-ILC3_LI_1	CCR6-ILC3_LI_citro_2	CCR6-ILC3_LI_citro	CCR6+ILC3s_SI_1	CCR6+ILC3s_SI_2	CCR6+ILC3s_SI_3	CCR6+ILC3s_LI_1	CCR6+ILC3s_SI_Citro_2	ILC1_SI_3	ILC1_SI_4	NK_SI_3	NK_SI_4	ILC2_SI_1	ILC2_SI_2	ILC2_LI_1	ILC2_LI_2	ILC2_LI_citro_2	NKcells_LI_citro	NKcells_SI_SS
St3gal2	-0.075569	-0.085263	 -0.62237	 -0.72134	 0.050865	 0.070988	   0.5263	 -0.41893	 -0.36564	 0.077554	 -0.87156	  -1.6884	 -0.54869	  -1.5073	  -1.2378	   1.9771	   1.5123	    1.239	   1.6063	    1.177	  0.12955	 -0.22397
Angpt1	 -0.86003	 -0.86893	 -0.74999	-0.035163	  -1.1062	 -0.15124	 -0.35006	-0.066992	 -0.85621	 -0.43935	 -0.22968	 -0.67353	  -1.3379	  0.56576	  0.16668	   1.9966	   2.1159	   1.2925	   1.4114	   1.0266	 -0.90264	 0.052397
Grhl2	-0.97165	   -1.02	 -0.4888	-0.95102	-0.89486	0.068234	-0.43526	-0.53097	-0.49597	-0.18575	 0.43054	  -1.161	 -1.1973	-0.22442	 0.60052	  1.6099	  2.4837	  1.1963	 0.90652	  1.3568	-0.24521	 0.14969
Arl14ep	-0.59263	-0.92826	-0.89719	-0.20978	 -1.3254	 0.46934	-0.11762	-0.37498	 -0.2343	 0.40598	 0.18367	 -2.2259	 -0.7169	-0.65705	 0.73168	  1.1824	   1.761	 0.83187	  1.3394	  1.7301	-0.37259	0.017155
Cacna1d	-0.82061	-0.35756	 -1.1555	-0.77941	 -0.9509	 -0.1156	-0.05044	 0.49559	 0.11911	-0.63427	-0.81044	-0.51738	-0.37964	  -0.345	 0.22344	  2.2039	   2.517	   1.211	  0.8322	 0.90425	 -0.8365	-0.75322
Scel	-0.77545	-0.18353	-0.77545	-0.43099	-0.77545	-0.26783	-0.44303	-0.11575	-0.44116	-0.77545	-0.77545	-0.77545	-0.49117	-0.48036	 0.27295	  2.3013	  2.1176	  1.0027	  1.4539	  1.5686	-0.77545	-0.43497
Sox8	-0.24135	-0.40123	-0.38685	-0.16868	 -0.4485	-0.80232	-0.80232	-0.80232	-0.26628	-0.80232	-0.80232	-0.80232	 0.07846	-0.80232	 0.85673	  2.2979	  2.8166	 0.91845	 0.69002	 0.50799	  -0.531	-0.10599
Tph1	-0.55553	-0.26755	-0.28891	-0.15731	-0.29897	-0.31688	-0.83232	-0.19767	-0.59082	-0.62565	-0.83232	-0.83232	-0.83232	-0.83232	  1.2656	  2.2013	  2.4295	  1.0537	  1.0012	  0.8285	-0.83232	-0.48659
Mras	 -0.33673	-0.011057	 -0.88761	 -0.23722	-0.014413	 -0.27609	  0.75174	-0.012399	  0.41727	 -0.86119	 -0.65531	  -1.1368	-0.019838	  -1.4893	  0.26325	   2.4839	   2.2047	  0.70229	  0.74802	  0.45401	 -0.98068	  -1.1065
Ppm1l	-0.32293	 -0.1801	0.023748	 0.13739	-0.69497	-0.27599	 0.24176	-0.79886	 0.07206	-0.27977	-0.85942	 -1.4363	 -1.0743	-0.88517	 0.59119	  2.1072	  2.2284	 0.88262	  1.6909	 0.29371	 -1.0609	 -0.4002
Zfp827	  0.14926	  -0.7183	  -0.7145	 -0.79651	 -0.58811	  -0.3394	  0.65004	 -0.34789	0.0050384	  0.06402	  -0.7097	   -1.796	  -1.7839	 -0.14569	  0.52909	   2.1972	   1.6623	  0.79615	   1.0839	   1.0719	 -0.63977	  0.37093
2700081O15Rik	   -1.512	  0.38327	  -1.3882	0.0038969	 -0.78183	  0.87443	  0.40028	   -0.212	  -0.3288	 -0.14713	 -0.25508	 -0.76215	 -0.29575	-0.088979	  -1.0359	   1.5883	   1.1195	   2.1233	  0.35798	   1.7557	 -0.87378	 -0.92518
Grin2d	 -0.40037	 -0.28745	  -1.3908	 0.094777	 -0.41445	  0.28162	  0.16012	  0.14332	  -1.3908	 -0.72448	-0.024302	 -0.25569	  -0.5847	 -0.42933	 -0.47739	   2.4426	   1.4236	   1.4956	   1.1202	   1.2079	  -1.3908	 -0.59904
Ebpl	-0.53811	-0.71456	 -1.1723	 0.32989	 -1.2157	 -1.1183	-0.94687	 0.21901	-0.20685	 0.42149	 0.77609	 -0.6787	-0.46139	 -1.3516	 0.41868	 0.41676	  1.6225	  1.4483	 0.94798	  2.3562	-0.41494	-0.13749
Maob	 -0.3664	-0.77224	-0.77224	-0.17994	-0.77224	-0.38644	-0.77224	-0.77224	 0.31686	  1.0003	-0.77224	-0.77224	-0.77224	-0.77224	0.051395	 0.66147	 0.31855	  1.8304	  2.0282	   2.368	0.079939	-0.77224
Matk	-0.86936	 -1.0598	 -1.8043	 0.23633	  0.1037	-0.81303	-0.35922	-0.11238	0.020605	 -0.1574	-0.36771	-0.50353	0.056409	-0.92489	-0.13197	  1.1669	 0.94609	  2.0951	  1.8294	   1.759	-0.59796	-0.51182
Rbfa	-0.59833	 -1.1135	 -1.6929	-0.32424	-0.36646	-0.28579	-0.49566	 -0.1112	-0.62042	-0.50362	-0.96652	-0.64976	 0.40699	 0.21241	 0.10707	 0.96354	  1.9138	  1.7422	  1.5259	    1.82	-0.54839	-0.41511
Sp6	 -0.34694	 -0.58686	  -1.1888	 0.073899	 -0.44369	  -0.8251	  -1.1888	  -1.1888	 0.012644	-0.084546	  -1.1888	 -0.56903	  0.47038	  -0.6055	  0.25336	  0.78237	   1.0348	   1.6553	   2.0095	   2.0441	    -0.49	  0.37039
Atp13a2	 -0.46815	  0.28152	  -1.9918	   1.0694	  0.11007	 -0.12095	-0.040791	 -0.58969	  -1.1968	 -0.48722	-0.082195	  -1.2453	-0.035347	   -1.049	 -0.65357	     1.68	   1.3423	   1.3458	   1.4156	   1.0914	  0.42792	 -0.80307
Mboat1	-0.45885	0.078959	-0.61828	 0.69297	-0.31167	 0.14503	 -1.0707	-0.58816	 -1.4895	 0.50013	-0.53588	 -1.4886	-0.27068	 -1.1786	-0.40113	  1.3928	  1.7477	  1.5373	  1.3398	  1.4471	 0.18798	-0.65781
Rcan3	  0.33736	 0.041633	  -1.4632	  0.25838	 -0.60461	  0.81946	-0.043045	 -0.93112	  -1.6921	 0.021739	 -0.45193	  -1.5522	  -0.2179	 -0.74124	 -0.67785	   1.2469	   1.3985	   1.4577	   1.4916	   1.5097	 0.091055	  -0.2989
Gpx7	 -0.21248	  0.57144	  -1.6164	  0.88857	  -1.1831	  0.25165	 -0.74773	 0.025029	   -1.076	  0.34512	-0.092353	  -1.6164	 -0.15625	 -0.67702	  -0.8403	   1.0148	  0.97403	  0.84624	   1.1712	   2.3839	  0.28183	 -0.53569
Grik5	  -0.11028	  -0.25348	     -1.67	  0.025319	-0.0059322	  -0.13839	  -0.44941	   0.19211	    -1.484	   0.51037	   0.19899	  -0.86014	   0.37937	  -0.64248	   -2.0879	    1.5401	    1.4671	    1.4904	     1.585	   0.61697	 -0.022149	  -0.28153
Fert2	 -1.0317	-0.39698	 -1.4729	0.059936	 -0.3187	 0.39461	-0.33773	  0.3746	-0.59642	-0.11861	-0.56933	 -2.0594	0.092922	-0.69861	 0.30246	  1.3318	  1.0022	  1.4335	  2.1967	  1.1552	0.015718	-0.75935
Smo	-0.88441	 0.30794	-0.82011	-0.36668	-0.89034	  0.9889	-0.48937	0.018448	 -1.2894	 -0.3537	-0.77138	 -1.2894	  0.3032	-0.85067	 0.44422	   2.044	  1.8787	  1.4182	  1.4669	-0.10922	-0.17885	-0.57695
Mfge8	 -1.0307	 0.83588	 -2.1346	   0.556	-0.66174	 0.48859	 -1.0655	0.066656	-0.85646	 0.62256	-0.58983	-0.36396	 -0.6479	-0.87365	 0.18939	 0.67658	 0.25832	  1.9043	  1.7687	  1.3618	 0.23558	-0.73994
Slfn5	  -1.1259	  0.45418	  -1.3374	  0.39949	 -0.14191	  0.84589	  -1.0906	-0.059228	  -1.0517	 -0.38582	  -0.3084	  -0.3072	  -1.3325	  -1.0492	  -0.6758	   1.3551	   0.5279	   1.3905	   1.9042	   1.7044	  0.49679	 -0.21279
Plce1	  -1.516	 0.32405	 -1.4245	  1.6331	-0.97681	 0.78217	-0.96127	 0.46439	-0.89027	  0.2331	-0.26285	-0.37365	 -1.1508	-0.73834	 0.16519	  1.8213	 0.97082	 0.86263	   1.059	 0.96757	0.093832	 -1.0827
Nfu1	 0.28284	  -0.758	-0.73153	 -1.4128	 -1.6188	 -0.2094	-0.38851	 -1.4534	0.066012	 0.28449	  1.0034	 -1.1493	  0.1692	-0.43584	 0.06449	  1.6871	  1.2028	  1.4202	 0.61241	  1.8058	 0.10156	-0.54287
Rbm20	0.062355	 -1.1134	 -1.1134	 -1.1134	-0.11393	  0.7789	-0.10008	 -1.1134	 -0.4773	-0.56816	0.087321	-0.51678	-0.26907	0.041258	-0.73489	  2.4756	   1.084	  1.5466	  1.3008	  1.1448	-0.17447	 -1.1134
Ar	-0.39971	-0.48031	 0.61404	-0.59669	-0.72214	0.037671	-0.46865	-0.82218	 0.49651	 -1.2245	-0.99589	 0.23758	-0.79931	-0.17634	-0.34986	  1.5298	  1.1582	  1.6557	  1.8991	  1.5636	-0.88879	 -1.2678
Neu3	  -0.30079	 -0.087818	   0.56039	   -1.1229	  -0.17658	   0.35924	   -1.3005	    -1.517	  -0.68796	   -1.2969	   -0.7101	   0.87362	  -0.72952	  -0.70371	  0.031317	    1.6341	    1.0615	    1.4149	    1.5427	     1.548	-0.0079406	   -0.3841
Csf2	  0.6821	 0.27246	 0.54014	-0.42171	 0.27691	 0.45285	-0.93953	-0.95826	 0.08567	 -2.3504	 -1.1851	-0.19498	 -1.0212	 -1.0237	-0.48963	 0.98479	  1.1997	   1.469	  1.3089	  1.2879	 0.58847	-0.56447
Areg	 -0.38749	-0.069912	  0.72937	 -0.22904	  0.30713	  -0.7782	  -1.8639	  -1.3667	 -0.16384	 -0.98044	 -0.56744	  0.22652	-0.039723	 -0.36258	 -0.18505	   1.0479	   1.4067	   1.8489	    1.338	    1.741	  -0.7552	 -0.89597
Paxbp1	-0.96597	-0.54058	 0.35247	0.015434	-0.82382	-0.48483	 -1.3646	-0.54827	-0.09335	-0.80227	-0.51833	  0.5013	 0.55926	-0.29277	-0.14132	  1.0401	  2.2545	   1.506	  1.1634	  1.4841	 -1.5675	-0.73307
Elk4	    -1.1765	   -0.42711	    0.17142	   -0.18809	-0.00024169	   -0.82687	   -0.85442	   -0.31863	    0.30855	   -0.73819	    -1.7638	   0.014534	    0.77659	   -0.80447	   -0.95043	     1.4125	     2.0073	     1.1117	     1.6987	     1.2478	   -0.36309	   -0.33719
Adcy3	-0.72534	-0.81439	 -2.0821	  1.3362	  0.2271	0.010995	-0.45129	 -0.9314	 -1.1743	-0.61073	  0.9708	 -1.1165	   -1.14	 0.84138	 0.86894	 0.92739	 0.85825	  1.3145	  1.2396	 0.84077	 0.13639	-0.52626
Scd2	 -0.31861	 -0.78024	  -2.0456	  0.81388	  0.25318	 0.066085	 -0.45485	  -1.0539	   -1.583	  0.81269	-0.088601	  -1.2954	 -0.62575	  0.10406	  0.61529	    1.782	   1.4685	   1.1426	    1.223	  0.39457	-0.070158	 -0.35978
Lpcat3	 0.082967	 -0.61262	  -1.3601	   1.0952	  0.18981	  -0.3834	 0.074442	  -1.2925	 -0.24431	   1.1089	  0.48932	  -1.7158	   -1.526	   -1.042	   0.3268	   1.1404	  0.97384	   1.3899	   1.4957	  0.74015	-0.067322	 -0.86317
Akap1	-0.74263	-0.36095	-0.96616	 0.33133	-0.11914	  -0.265	-0.39673	-0.61798	 -1.4294	 0.64263	  0.9661	 -1.4294	-0.21956	-0.68644	 0.98383	  1.0031	   1.271	  1.0454	  1.6689	  1.5808	-0.83048	 -1.4294
Rpl15	 -0.76123	-0.086681	  -1.0805	 -0.42382	 0.015586	 -0.14877	 -0.98988	 -0.29758	  -1.4926	 -0.15752	  0.89657	  -1.2313	 -0.85507	  0.41606	  0.46396	  0.70687	   2.3916	    0.973	  0.92835	   1.7101	  0.16455	  -1.1417
Cnih1	 -0.67805	  -1.0122	 -0.43057	-0.021118	 -0.19824	 -0.55982	   -0.716	 -0.76523	  -1.8739	  0.18839	 -0.17208	 -0.70336	 -0.84826	  0.27172	   1.5604	   1.7392	   1.9905	   1.3492	  0.88474	  0.63402	  0.11809	 -0.75734
Nudt3	 0.019874	 0.081885	   -1.013	  0.42935	-0.070774	  -0.6874	 -0.40267	 -0.34715	   -1.601	-0.016086	 0.091792	  -1.7953	  -1.2502	  -0.2019	   0.9321	   1.5978	   2.1079	   1.0017	   1.2231	   0.8648	 -0.33133	 -0.63335
Taldo1	   -0.49339	    0.45946	   -0.59814	    0.91639	    0.46386	   -0.23946	    -1.0464	   -0.34363	    -1.8561	   -0.61775	-6.6939e-05	   -0.76768	    -1.2589	   -0.77866	    0.30791	     1.6804	      2.121	     1.3925	     0.7073	    0.90802	   -0.23661	    -0.7199
Aarsd1	  0.23065	 0.037556	  -1.3443	  0.76509	 -0.77803	 -0.20825	 -0.55154	-0.071622	  -1.4811	-0.023149	   -0.639	  -1.1621	  -1.5471	 -0.49988	 -0.51107	    1.688	  0.78321	   1.8604	   1.4531	   1.1613	  0.45173	  0.38609
Tubb5	-0.12382	-0.70584	 -1.3522	0.045027	 0.05473	-0.86192	-0.13444	 -0.2103	 -1.8819	 0.40749	-0.10491	 -1.4723	-0.76023	-0.65712	-0.61464	  1.2205	 0.96981	  1.4127	  1.5644	  1.2687	  1.2974	 0.63886
Samd1	 0.40221	 0.10605	 -2.2566	  0.2583	 0.22565	 0.24106	0.037476	0.069214	 -1.8432	-0.52411	-0.85912	-0.76244	-0.58082	-0.38202	 -1.4281	  1.4279	 0.66809	  1.2138	 0.87026	  1.0977	  1.2097	 0.80898
Usp45	-0.039055	 -0.12354	  -2.3136	 -0.40652	 -0.88016	    0.116	  0.30459	 -0.50902	  -1.8665	  0.10187	-0.087195	 -0.86339	 -0.82173	  0.19973	 -0.63989	   1.3511	   1.1696	   1.1346	   1.0761	   1.3098	  0.85998	  0.92715
Etfb	  0.74369	 -0.29006	 -0.87504	 -0.10659	    0.156	  -1.4816	-0.059216	 -0.23696	  -2.0406	 -0.16789	 -0.51649	  -0.2077	 -0.82001	 -0.33484	  -1.3006	   1.1563	   1.2461	   1.8296	    1.452	   1.3504	  0.37872	  0.12491
Gkap1	-0.089092	  0.26152	  -1.1097	 -0.16641	  0.48669	  -1.0246	 -0.35857	 -0.43361	  -1.6562	  -0.4676	   -1.053	 -0.58698	  -1.6562	  0.36337	 -0.17818	    2.249	  0.84158	   1.0703	  0.90513	   1.4905	  0.84624	  0.26596
Clcc1	 0.45346	 0.41952	 -2.2273	0.024175	 0.52181	-0.35257	 0.36672	-0.17244	 -1.7753	 0.24971	0.069477	-0.90803	-0.30806	 -1.7557	-0.36191	 0.72056	  1.4082	  1.0884	 0.88229	   1.763	-0.34035	 0.23443
Nsdhl	 0.52722	   0.249	 -2.2544	-0.74669	 0.20586	-0.46962	0.092141	-0.22567	-0.87158	-0.48726	 0.31881	-0.71598	 -0.6347	 -1.8196	-0.53513	  1.3052	 0.89045	  1.3879	  1.1663	   1.567	 0.14077	 0.90991
Dctn6	   0.2353	 0.051386	     -1.7	  0.18905	   0.4632	 -0.15748	 -0.48605	 -0.38898	  -1.4882	 -0.22823	 -0.79184	 -0.41809	  -1.0312	  -1.3957	 -0.68989	    1.127	   1.6012	   1.5104	    1.436	   1.4416	  0.75932	-0.038883
Fam20b	0.055279	 0.32278	 -1.6891	 0.13948	 0.40378	-0.29819	 0.29941	0.042945	-0.93087	-0.57953	-0.18493	-0.61214	-0.54254	 -2.3584	 -1.3169	 0.90686	  1.5748	 0.98808	  1.4584	  1.1294	 0.80008	 0.39129
Lat	 0.67944	 0.41063	 -1.2991	 0.40715	 0.40856	0.060838	 0.17483	-0.67644	 -1.0276	 0.23056	 0.44078	 -1.5222	 -1.4468	 -2.0388	-0.85714	  1.2196	 0.85621	 0.88607	  1.5421	  1.1602	 0.66769	-0.27659
Nceh1	 0.17221	 0.47886	  -1.837	 0.27118	 0.40219	0.092368	0.031746	0.055038	 -1.5062	 0.67686	 0.64715	 -1.0484	 -1.4631	 -1.6497	-0.70315	 0.74034	 0.72413	  1.6335	  1.0024	  1.6204	0.039219	-0.38014
Tmx2	 -0.041465	  -0.34359	   -1.3466	 -0.058304	  -0.15481	 -0.044908	   0.58633	-0.0063711	   -1.3925	   0.26582	  -0.25687	  -0.80457	   -1.8859	   -1.5378	  -0.01091	     1.354	   0.78457	    1.4742	    1.9497	    1.1349	   0.54256	  -0.20751
Cluap1	 -0.21632	 -0.67836	  -1.7219	  0.43921	-0.043082	   1.1717	  0.59436	 -0.46008	-0.060703	 -0.20543	 -0.36944	  -1.4532	  -1.6049	  -1.4081	 -0.50006	   1.4937	  0.77996	   1.1287	   1.6721	-0.037283	   1.1191	  0.36002
Dip2a	 0.026446	  0.44969	  -1.9031	  0.56737	 -0.41009	   1.0375	-0.082063	 -0.77442	  -1.1599	  0.50585	 -0.71869	  -1.1465	 -0.71537	  -1.5604	 -0.97229	   1.2338	  0.57669	   1.2828	   1.1368	   1.3457	  0.99746	  0.28272
Irf2bp2	  0.47718	-0.055602	  -1.3505	  0.22496	 0.007584	   1.0286	  0.34457	 -0.11062	  -1.7801	 0.064094	 -0.67812	  -1.3464	  -1.1984	  -1.1689	  -1.1562	   1.8392	   1.4631	  0.68055	   0.9739	  0.73308	  0.76909	  0.23889
Plcb2	  0.59151	-0.055704	   -1.206	  0.59313	  0.21859	   1.1351	  0.15486	 -0.89563	  -1.7173	 -0.42873	 -0.88238	 -0.69865	  -1.1649	  -1.4304	  -1.0411	   1.7194	   1.0826	  0.78771	   1.2968	  0.39749	  0.84991	  0.69367
Apopt1	  0.2911	 0.62342	-0.76496	 0.94565	-0.89116	-0.58616	 0.36583	-0.12313	-0.88826	 0.78423	-0.40211	 -2.5564	 -1.6975	-0.72971	 -0.1697	  1.1563	  1.1414	 0.89685	 0.65796	  1.4687	0.053555	 0.42397
Glod4	  -0.28415	   0.15337	   -2.2951	   0.47617	  -0.53411	  -0.53308	  -0.13464	   0.13609	  -0.84237	-0.0088302	   0.47753	   -1.4794	   -1.4538	  -0.90914	   0.23403	    1.0027	    1.5007	    1.1182	    1.0121	    1.6975	   0.47192	   0.19439
Dars	  0.2668	-0.31126	-0.69122	-0.31854	 0.20034	 0.12304	-0.47034	 0.26915	 -1.3127	-0.17847	  0.1876	 -1.8858	  -2.224	 -1.0003	0.058072	  1.0306	  1.4064	  1.1833	  1.0231	  1.5979	 0.42558	 0.62096
Pctp	 0.68006	 0.30894	-0.41568	0.084112	-0.28994	 0.55948	 0.11366	-0.33941	 -1.2803	 -0.5989	0.014756	 -2.2877	 -2.1928	-0.51901	 -0.4179	  1.4114	 0.53751	  1.3118	  1.2736	  1.0512	 0.61721	 0.37808
Rexo2	 0.81173	 0.32509	-0.83697	-0.26004	-0.13617	 0.87483	 0.15624	 -0.2482	 -1.4354	-0.59054	-0.14169	 -1.5982	 -1.4664	 -1.6292	-0.42859	   1.717	 0.77089	  1.0171	  1.7556	 0.90374	 0.38275	0.056441
Phf19	 -0.12782	-0.075823	  0.83922	 -0.26828	 -0.26323	  0.32349	 -0.38225	   0.1942	  -1.4289	-0.031148	  0.10651	  -1.5968	  -2.3939	  -1.2283	-0.083216	    1.544	   0.4474	   1.5546	   1.3973	  0.66482	  0.77288	 0.035365
Gpatch4	    0.5931	-0.0069147	   -1.0518	   0.18714	   -1.0944	 -0.080401	   0.15536	  -0.54234	   -1.3217	  -0.15191	   0.57591	   -1.5645	   -1.7462	  -0.86053	   0.11091	    2.0761	  -0.13107	    1.6003	    1.0746	   0.71169	   0.79712	   0.66942
Setdb2	0.083279	 0.32037	 -0.8461	-0.15663	-0.31937	 0.54958	-0.23189	-0.40901	  -2.416	-0.72535	 0.61798	 -1.4723	 -1.1224	-0.57117	-0.10568	  1.9521	  1.4914	 0.68708	 0.72697	  1.3278	 0.41977	 0.19949
Fbxo17	  0.61137	 -0.12765	 -0.46409	 -0.44974	  0.34808	  0.50261	  0.16328	 -0.47231	  -2.1413	   0.3362	  0.42577	  -1.7159	  -1.3808	 -0.41724	  -1.0982	  0.84166	-0.085886	   1.5533	   1.5262	   1.5125	  0.80047	 -0.26842
Gid4	  0.74889	 -0.24098	-0.064016	 -0.24783	 -0.10364	 -0.34854	 0.073679	 -0.50511	  -0.7629	   0.4435	  -0.1094	  -1.4844	  -1.5083	 -0.65242	  -1.4223	   1.8035	 -0.46412	   1.4074	   1.6233	   1.9706	  0.25752	 -0.41431
Hdac10	 0.12408	0.020828	 0.21247	 0.56266	0.014794	 0.34127	 0.33539	-0.35145	-0.71417	 0.55319	-0.19421	 -2.4537	   -1.99	-0.38968	-0.58206	   1.642	 0.12943	 0.67715	  1.4167	    1.49	 0.34864	 -1.1934
1810011H11Rik	  0.95754	  0.48895	  0.26132	 -0.66985	 -0.97797	 -0.86372	  0.10788	 -0.15244	 -0.73394	 -0.93233	  -2.1001	-0.082578	-0.023504	   -1.291	 -0.32642	   1.6599	   1.5117	   1.3353	  0.76219	   1.1465	 -0.83513	  0.75792
Dtnb	 0.74684	 0.22035	-0.11628	0.077095	 -1.0133	-0.41735	 0.27403	-0.87175	-0.93448	  0.7029	 -1.8805	-0.19772	-0.79246	 -1.7873	-0.12008	  1.6795	  2.0673	 0.77186	 0.73485	 0.91078	-0.52582	 0.47147
Mospd2	 0.24899	 0.20106	-0.27923	 0.52788	-0.88312	 0.34637	0.036669	 0.52501	 -1.2285	 0.22661	 -1.8262	-0.22678	-0.81165	 -1.9683	 -1.2668	 0.90344	   1.693	  1.5403	  0.8784	  1.0079	-0.25483	  0.6098
Synj1	 -0.11743	 -0.14536	  0.60161	-0.098368	  -1.1034	  0.73956	 -0.33336	 -0.63031	  -1.4893	 -0.91801	  -1.8118	 -0.11009	 0.022361	  -1.7127	  0.41136	    1.608	   2.0135	  0.65135	   1.0687	  0.47677	   0.2904	  0.58652
Enpp5	      1.37	    1.3991	   0.83721	-0.0060188	  -0.55138	   0.08287	  0.091071	  -0.23593	   -1.4346	  -0.87749	   -1.3988	  -0.29678	  -0.84764	   -1.4952	   -1.5254	    1.4289	    1.5044	   0.43074	    1.1476	  0.078489	 -0.047722	   0.34663
Wnk3	   0.46516	    1.7289	    1.3119	  -0.29233	  -0.92191	  -0.53676	   0.60812	  -0.51764	   -1.5066	 -0.011077	  -0.44032	  -0.82317	   -1.5066	   -1.5066	  -0.89674	    1.2879	    1.5794	-0.0052819	   0.78231	   0.96652	   0.12057	   0.11427
Abcg3	   0.82301	  0.088309	  -0.10929	  0.012719	   -1.6529	   0.71302	  -0.50235	  -0.54953	   -1.0595	    -1.896	   -0.5687	  -0.65433	-0.0072324	   -1.1488	  -0.56148	   0.99014	   0.22893	    1.5993	    1.5501	    1.6944	   0.62607	   0.38426
Zhx3	  0.82386	-0.001901	 -0.25786	  0.16345	   -1.107	  0.65878	 -0.40284	 -0.66365	  -1.0394	  -1.4006	  -1.5135	  0.43253	 -0.41364	  -1.5541	 -0.87922	   1.6701	  0.59244	   1.1616	   1.5689	   1.2357	  0.16353	   0.7628
Rbms1	  0.50464	    1.097	-0.033335	 -0.33198	  -1.2547	  0.93191	  -1.1761	 -0.98681	  -1.5544	  -1.2657	  -1.2165	 0.054251	 -0.10155	 -0.45629	 -0.80644	   1.1705	  0.77511	   1.3262	   1.8001	   1.0558	 0.051646	  0.41651
Cacnb1	 0.39133	  -0.256	 0.32735	 0.33395	-0.45481	   0.376	-0.43299	-0.72974	 -1.2545	 -1.3725	-0.62886	-0.27256	0.080065	 -1.5623	 -1.1101	  1.3804	 0.49578	  1.9857	  2.0494	  1.1753	-0.06477	-0.45609
Focad	 0.35855	 0.75041	 0.70661	-0.36596	 0.39322	-0.13199	-0.17443	-0.92937	-0.95257	 -1.2108	0.032541	-0.33558	-0.61368	 -1.1416	 -2.2488	  1.6245	  1.6288	  1.1885	 0.96662	  1.1745	-0.59178	-0.12784
Frmd4b	  0.83552	  0.73704	  0.12004	 -0.23229	   0.3975	-0.038133	 -0.34025	  -0.6317	 -0.59919	   -1.357	   -1.316	 -0.68577	  -1.1055	  -1.7029	 -0.98459	   1.4399	    1.796	   1.1679	   1.2298	   1.1015	 -0.16006	  0.32832
Smpdl3a	  0.96648	  0.89478	  0.24358	 -0.29653	 -0.51866	 -0.15914	-0.045435	  -0.3449	  -1.0332	  -1.3733	  -1.4835	 -0.30186	 -0.82807	  -1.6132	  -1.2065	   1.5546	   1.0875	   1.0171	   1.2942	   1.4754	  0.29878	  0.37179
Lpar6	 0.48947	0.062676	-0.16746	-0.21366	-0.17118	 0.29415	-0.38361	-0.46459	-0.62265	 -1.6488	-0.99948	-0.16022	 -0.5895	 -1.2555	 -1.9843	 0.82298	  1.0671	  1.6876	  1.3731	  1.7415	 0.56539	 0.55692
Nipa1	   0.0271	  0.53664	  0.49379	  0.55921	0.0090412	  -0.2546	 -0.05824	-0.010391	  -0.8751	  -1.3279	  -1.3279	  -1.3279	 -0.56914	  -1.3279	  -0.9492	   1.3395	   1.5238	   1.5019	   1.2317	    1.662	 -0.31751	 -0.53893
Zfp609	  0.7794	 0.39707	 -0.1908	-0.12959	 0.16072	 0.28477	-0.60802	-0.31516	 -1.0736	-0.97226	-0.82046	 -1.5825	-0.15542	-0.54515	 -1.3275	  1.8107	  1.0651	  1.2888	  1.7247	  1.5171	 -0.7968	-0.51121
Il2	 0.61627	0.040659	0.048442	 0.32077	 0.30776	 0.88686	-0.59542	-0.85567	-0.51195	-0.75261	-0.66269	-0.72907	 -1.5799	 -1.5679	 -1.6746	 0.92964	 0.58824	  1.5416	  1.5996	  1.4258	  0.8661	-0.24194
Ltb4r1	   1.0579	  0.69048	   0.1667	  0.84958	  0.70607	   0.6833	 -0.53019	  -1.3116	   -1.161	 -0.55417	  -0.2188	 -0.87337	  -0.9676	  -1.5669	  -2.0433	  0.67343	  0.62896	   1.3348	   1.2522	   1.2066	0.0046339	-0.027717
Samhd1	  0.15925	  0.47579	 -0.17049	-0.069995	  0.84177	  0.80527	 -0.25738	 -0.61535	  -1.1182	 -0.70163	 -0.64084	  -0.6399	  -1.0336	  -1.6776	   -1.134	    1.516	   1.1847	  0.18377	  0.78065	   2.5236	  0.23151	  -0.6434
Kcnk5	 0.78175	 0.93634	 0.28998	 0.11225	 0.44248	0.042816	-0.68535	 -0.9124	 -0.1554	 -1.2944	 -1.2027	 -2.2975	 -1.0587	-0.65757	 -0.6234	  1.5681	 0.58533	  1.4305	  1.3247	 0.91647	 0.19164	 0.26511
Dpp4	0.048175	 0.25286	 0.28727	 0.64856	-0.16248	 0.77907	-0.47817	-0.10115	0.083131	 -1.0077	 -2.1207	-0.77883	-0.19157	 -2.1627	-0.66513	  1.0897	  1.4051	  1.2668	  1.0052	  1.3639	-0.77117	 0.20987
Zdhhc2	 0.41065	 0.28958	 0.34475	 0.55395	-0.51266	 0.67661	 -1.0398	-0.56486	-0.69585	 -1.1201	 -1.1858	-0.15117	-0.77876	 -2.0615	 0.40611	 0.46913	 0.49173	  1.9727	  1.5406	   1.726	 -0.4497	-0.32152
Fnip2	-0.0013082	   0.23476	   0.33133	    0.6933	   0.80622	    1.0954	   -0.5277	  -0.54657	   -1.0179	  -0.39612	   -1.3219	  -0.15834	  -0.79838	   -1.8328	  -0.11286	    1.0356	    1.8001	   0.96656	    1.3824	   0.84712	   -1.2875	   -1.1914
